game_number,strategy,seed,turns_survived,survived_target,final_people,max_people,final_food,max_food,total_hunts,successful_hunts,hunt_failures,hunt_deaths,total_food_rolls,total_food_gained,kinship_started,kinship_completed,tech_sets_completed,tech_upgrades_completed,prayer_earned,prayer_spent,sacrifices,events_ignored
3280,kinship,103280,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3281,kinship,103281,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3282,kinship,103282,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3283,kinship,103283,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3284,kinship,103284,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3285,kinship,103285,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3286,kinship,103286,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3287,kinship,103287,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3288,kinship,103288,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3289,kinship,103289,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3290,kinship,103290,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3291,kinship,103291,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3292,kinship,103292,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3293,kinship,103293,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3294,kinship,103294,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3295,kinship,103295,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3296,kinship,103296,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3297,kinship,103297,5,False,5,7,0,7,0,0,0,0,4,10,5,2,0,0,0,0,0,0
3298,kinship,103298,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3299,kinship,103299,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3300,kinship,103300,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3301,kinship,103301,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3302,kinship,103302,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3303,kinship,103303,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3304,kinship,103304,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3305,kinship,103305,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3306,kinship,103306,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3307,kinship,103307,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3308,kinship,103308,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3309,kinship,103309,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3310,kinship,103310,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3311,kinship,103311,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3312,kinship,103312,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3313,kinship,103313,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3314,kinship,103314,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3315,kinship,103315,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3316,kinship,103316,5,False,3,5,0,7,0,0,0,0,3,2,4,2,0,0,0,0,0,0
3317,kinship,103317,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3318,kinship,103318,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3319,kinship,103319,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3320,kinship,103320,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3321,kinship,103321,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3322,kinship,103322,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3323,kinship,103323,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3324,kinship,103324,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3325,kinship,103325,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3326,kinship,103326,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3327,kinship,103327,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3328,kinship,103328,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3329,kinship,103329,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3330,kinship,103330,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3331,kinship,103331,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3332,kinship,103332,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3333,kinship,103333,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3334,kinship,103334,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3335,kinship,103335,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3336,kinship,103336,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3337,kinship,103337,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3338,kinship,103338,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3339,kinship,103339,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3340,kinship,103340,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3341,kinship,103341,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3342,kinship,103342,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3343,kinship,103343,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3344,kinship,103344,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3345,kinship,103345,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3346,kinship,103346,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3347,kinship,103347,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3348,kinship,103348,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3349,kinship,103349,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3350,kinship,103350,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3351,kinship,103351,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3352,kinship,103352,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3353,kinship,103353,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3354,kinship,103354,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3355,kinship,103355,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3356,kinship,103356,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3357,kinship,103357,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3358,kinship,103358,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3359,kinship,103359,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3360,kinship,103360,5,False,5,7,0,7,0,0,0,0,4,9,5,2,0,0,0,0,0,0
3361,kinship,103361,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3362,kinship,103362,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3363,kinship,103363,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3364,kinship,103364,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3365,kinship,103365,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3366,kinship,103366,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3367,kinship,103367,4,False,5,6,0,7,0,0,0,0,3,9,5,2,0,0,0,0,0,0
3368,kinship,103368,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3369,kinship,103369,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3370,kinship,103370,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3371,kinship,103371,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3372,kinship,103372,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3373,kinship,103373,5,False,3,5,0,7,0,0,0,0,3,2,4,2,0,0,0,0,0,0
3374,kinship,103374,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3375,kinship,103375,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3376,kinship,103376,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3377,kinship,103377,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3378,kinship,103378,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3379,kinship,103379,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3380,kinship,103380,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3381,kinship,103381,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3382,kinship,103382,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3383,kinship,103383,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3384,kinship,103384,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3385,kinship,103385,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3386,kinship,103386,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3387,kinship,103387,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3388,kinship,103388,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3389,kinship,103389,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3390,kinship,103390,5,False,5,7,0,7,0,0,0,0,4,10,5,2,0,0,0,0,0,0
3391,kinship,103391,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3392,kinship,103392,5,False,5,7,0,7,0,0,0,0,4,10,5,2,0,0,0,0,0,0
3393,kinship,103393,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3394,kinship,103394,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3395,kinship,103395,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3396,kinship,103396,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3397,kinship,103397,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3398,kinship,103398,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3399,kinship,103399,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3400,kinship,103400,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3401,kinship,103401,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3402,kinship,103402,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3403,kinship,103403,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3404,kinship,103404,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3405,kinship,103405,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3406,kinship,103406,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3407,kinship,103407,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3408,kinship,103408,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3409,kinship,103409,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3410,kinship,103410,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3411,kinship,103411,5,False,5,7,0,7,0,0,0,0,4,9,5,2,0,0,0,0,0,0
3412,kinship,103412,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3413,kinship,103413,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3414,kinship,103414,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3415,kinship,103415,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3416,kinship,103416,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3417,kinship,103417,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3418,kinship,103418,5,False,5,7,0,7,0,0,0,0,4,11,5,2,0,0,0,0,0,0
3419,kinship,103419,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3420,kinship,103420,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3421,kinship,103421,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3422,kinship,103422,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3423,kinship,103423,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3424,kinship,103424,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3425,kinship,103425,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3426,kinship,103426,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3427,kinship,103427,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3428,kinship,103428,5,False,3,5,0,7,0,0,0,0,3,8,4,2,0,0,0,0,0,0
3429,kinship,103429,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3430,kinship,103430,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3431,kinship,103431,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3432,kinship,103432,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3433,kinship,103433,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3434,kinship,103434,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3435,kinship,103435,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3436,kinship,103436,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3437,kinship,103437,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3438,kinship,103438,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3439,kinship,103439,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3440,kinship,103440,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3441,kinship,103441,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3442,kinship,103442,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3443,kinship,103443,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3444,kinship,103444,4,False,5,6,0,7,0,0,0,0,3,3,5,2,0,0,0,0,0,0
3445,kinship,103445,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3446,kinship,103446,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3447,kinship,103447,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3448,kinship,103448,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3449,kinship,103449,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3450,kinship,103450,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3451,kinship,103451,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3452,kinship,103452,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3453,kinship,103453,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3454,kinship,103454,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3455,kinship,103455,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3456,kinship,103456,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3457,kinship,103457,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3458,kinship,103458,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3459,kinship,103459,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3460,kinship,103460,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3461,kinship,103461,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3462,kinship,103462,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3463,kinship,103463,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3464,kinship,103464,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3465,kinship,103465,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3466,kinship,103466,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3467,kinship,103467,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3468,kinship,103468,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3469,kinship,103469,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3470,kinship,103470,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3471,kinship,103471,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3472,kinship,103472,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3473,kinship,103473,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3474,kinship,103474,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3475,kinship,103475,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3476,kinship,103476,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3477,kinship,103477,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3478,kinship,103478,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3479,kinship,103479,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3480,kinship,103480,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3481,kinship,103481,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3482,kinship,103482,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3483,kinship,103483,5,False,5,7,0,7,0,0,0,0,4,9,5,2,0,0,0,0,0,0
3484,kinship,103484,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3485,kinship,103485,4,False,5,6,0,7,0,0,0,0,3,8,5,2,0,0,0,0,0,0
3486,kinship,103486,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3487,kinship,103487,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3488,kinship,103488,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3489,kinship,103489,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3490,kinship,103490,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3491,kinship,103491,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3492,kinship,103492,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3493,kinship,103493,5,False,5,7,0,7,0,0,0,0,4,10,5,2,0,0,0,0,0,0
3494,kinship,103494,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3495,kinship,103495,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3496,kinship,103496,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3497,kinship,103497,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3498,kinship,103498,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3499,kinship,103499,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3500,kinship,103500,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3501,kinship,103501,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3502,kinship,103502,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3503,kinship,103503,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3504,kinship,103504,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3505,kinship,103505,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3506,kinship,103506,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3507,kinship,103507,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3508,kinship,103508,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3509,kinship,103509,5,False,3,5,0,7,0,0,0,0,3,6,4,2,0,0,0,0,0,0
3510,kinship,103510,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3511,kinship,103511,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3512,kinship,103512,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3513,kinship,103513,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3514,kinship,103514,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3515,kinship,103515,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3516,kinship,103516,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3517,kinship,103517,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3518,kinship,103518,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3519,kinship,103519,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3520,kinship,103520,5,False,3,5,0,7,0,0,0,0,3,2,4,2,0,0,0,0,0,0
3521,kinship,103521,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3522,kinship,103522,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3523,kinship,103523,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3524,kinship,103524,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3525,kinship,103525,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3526,kinship,103526,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3527,kinship,103527,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3528,kinship,103528,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3529,kinship,103529,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3530,kinship,103530,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3531,kinship,103531,4,False,5,6,0,7,0,0,0,0,3,8,5,2,0,0,0,0,0,0
3532,kinship,103532,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3533,kinship,103533,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3534,kinship,103534,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3535,kinship,103535,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3536,kinship,103536,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3537,kinship,103537,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3538,kinship,103538,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3539,kinship,103539,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3540,kinship,103540,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3541,kinship,103541,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3542,kinship,103542,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3543,kinship,103543,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3544,kinship,103544,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3545,kinship,103545,5,False,3,5,0,7,0,0,0,0,3,7,4,2,0,0,0,0,0,0
3546,kinship,103546,4,False,5,6,0,7,0,0,0,0,3,7,5,2,0,0,0,0,0,0
3547,kinship,103547,5,False,3,5,0,7,0,0,0,0,3,4,4,2,0,0,0,0,0,0
3548,kinship,103548,4,False,5,6,0,7,0,0,0,0,3,6,5,2,0,0,0,0,0,0
3549,kinship,103549,5,False,3,5,0,7,0,0,0,0,3,2,4,2,0,0,0,0,0,0
3550,kinship,103550,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3551,kinship,103551,5,False,3,5,0,7,0,0,0,0,3,5,4,2,0,0,0,0,0,0
3552,kinship,103552,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3553,kinship,103553,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
3554,kinship,103554,4,False,5,6,0,7,0,0,0,0,3,5,5,2,0,0,0,0,0,0
3555,kinship,103555,5,False,3,5,0,7,0,0,0,0,3,3,4,2,0,0,0,0,0,0
3556,kinship,103556,4,False,5,6,0,7,0,0,0,0,3,4,5,2,0,0,0,0,0,0
